Ending Weight Token,Ending Weight USD,Sale Rate, Total Proceeds , Unsold Tokens ,Min Price
0.09,0.91,0.03," $22,181.60 "," 48,500,000.00 ",0.000670476
0.09,0.91,0.04," $35,957.71 "," 48,000,000.00 ",0.000706428
0.09,0.91,0.05," $49,055.37 "," 47,500,000.00 ",0.000741696
0.09,0.91,0.06," $63,746.87 "," 47,000,000.00 ",0.000781137
0.09,0.91,0.07," $57,314.99 "," 46,500,000.00 ",0.000775576
0.09,0.91,0.08," $109,980.80 "," 46,000,000.00 ",0.000899565
0.09,0.91,0.09," $119,118.45 "," 45,500,000.00 ",0.000929721
0.09,0.91,0.1," $85,682.12 "," 45,000,000.00 ",0.000865058
0.09,0.91,0.11," $128,851.28 "," 44,500,000.00 ",0.000972692
0.09,0.91,0.12," $113,622.32 "," 44,000,000.00 ",0.000948813
0.09,0.91,0.13," $207,968.56 "," 43,500,000.00 ",0.00117863
0.09,0.91,0.14," $181,592.22 "," 43,000,000.00 ",0.001130424
0.09,0.91,0.15," $160,109.95 "," 42,500,000.00 ",0.001092707
0.09,0.91,0.16," $165,589.54 "," 42,000,000.00 ",0.001118886
0.09,0.91,0.17," $178,513.17 "," 41,500,000.00 ",0.0011638
0.09,0.91,0.18," $215,464.86 "," 41,000,000.00 ",0.001268962
0.09,0.91,0.19," $187,288.65 "," 40,500,000.00 ",0.00121441
0.09,0.91,0.2," $305,536.71 "," 40,000,000.00 ",0.001527971
0.09,0.91,0.21," $218,705.42 "," 39,500,000.00 ",0.001325437
0.09,0.91,0.22," $342,737.43 "," 39,000,000.00 ",0.001663433
0.09,0.91,0.23," $243,091.51 "," 38,500,000.00 ",0.001423801
0.09,0.91,0.24," $552,110.57 "," 38,000,000.00 ",0.002263342
0.09,0.91,0.25," $246,795.19 "," 37,500,000.00 ",0.001471743
0.09,0.91,0.26," $367,197.78 "," 37,000,000.00 ",0.001820088
0.09,0.91,0.27," $360,620.45 "," 36,500,000.00 ",0.001826836
0.09,0.91,0.28," $373,531.85 "," 36,000,000.00 ",0.001888413
0.09,0.91,0.29," $426,436.71 "," 35,500,000.00 ",0.002065436
0.09,0.91,0.3," $544,444.57 "," 35,000,000.00 ",0.002435266
0.09,0.91,0.31," $384,986.33 "," 34,500,000.00 ",0.002004043
0.09,0.91,0.32," $455,960.59 "," 34,000,000.00 ",0.00224422
0.09,0.91,0.33," $374,935.14 "," 33,500,000.00 ",0.002033591
0.09,0.91,0.34," $803,571.30 "," 33,000,000.00 ",0.003375467
0.09,0.91,0.35," $496,870.02 "," 32,500,000.00 ",0.002474871
0.09,0.91,0.36," $724,526.63 "," 32,000,000.00 ",0.003231639
0.09,0.91,0.37," $891,752.75 "," 31,500,000.00 ",0.003818796
0.09,0.91,0.38," $794,347.71 "," 31,000,000.00 ",0.003563245
0.09,0.91,0.39," $487,675.91 "," 30,500,000.00 ",0.00260676
0.09,0.91,0.4," $512,900.82 "," 30,000,000.00 ",0.002735085
0.09,0.91,0.41," $983,280.64 "," 29,500,000.00 ",0.00439092
0.09,0.91,0.42," $634,952.77 "," 29,000,000.00 ",0.003254236
0.09,0.91,0.43," $785,126.84 "," 28,500,000.00 ",0.003843213
0.09,0.91,0.44," $735,844.33 "," 28,000,000.00 ",0.003734193
0.09,0.91,0.45," $964,510.29 "," 27,500,000.00 ",0.004641427
0.09,0.91,0.46," $933,913.86 "," 27,000,000.00 ",0.004613011
0.09,0.91,0.47," $781,815.55 "," 26,500,000.00 ",0.004120714
0.09,0.91,0.48," $629,599.34 "," 26,000,000.00 ",0.00360902
0.09,0.91,0.49," $653,363.65 "," 25,500,000.00 ",0.003773871
0.09,0.91,0.5," $3,160,336.67 "," 25,000,000.00 ",0.013971687
0.09,0.91,0.51," $916,076.20 "," 24,500,000.00 ",0.00501034
0.09,0.91,0.52," $1,303,279.80 "," 24,000,000.00 ",0.006743301
0.09,0.91,0.53," $1,307,307.84 "," 23,500,000.00 ",0.006904112
0.09,0.91,0.54," $963,588.48 "," 23,000,000.00 ",0.005545703
0.09,0.91,0.55," $927,394.70 "," 22,500,000.00 ",0.005506591
0.09,0.91,0.56," $785,001.36 "," 22,000,000.00 ",0.004978415
0.09,0.91,0.57," $4,233,882.59 "," 21,500,000.00 ",0.021287167
0.09,0.91,0.58," $1,915,399.65 "," 21,000,000.00 ",0.01064931
0.09,0.91,0.59," $1,472,935.76 "," 20,500,000.00 ",0.008730329
0.09,0.91,0.6," $1,337,145.25 "," 20,000,000.00 ",0.008263263
0.09,0.91,0.61," $1,162,646.89 "," 19,500,000.00 ",0.007571856
0.09,0.91,0.62," $1,433,552.63 "," 19,000,000.00 ",0.009210519
0.09,0.91,0.63," $1,599,039.31 "," 18,500,000.00 ",0.010362542
0.09,0.91,0.64," $3,266,216.79 "," 18,000,000.00 ",0.020000593
0.09,0.91,0.65," $1,217,829.94 "," 17,500,000.00 ",0.008755813
0.09,0.91,0.66," $2,481,756.13 "," 17,000,000.00 ",0.016519069
0.09,0.91,0.67," $1,889,462.50 "," 16,500,000.00 ",0.013395942
0.09,0.91,0.68," $2,458,819.37 "," 16,000,000.00 ",0.017407143
0.09,0.91,0.69," $1,542,570.95 "," 15,500,000.00 ",0.012001114
0.09,0.91,0.7," $2,164,878.76 "," 15,000,000.00 ",0.016589698
0.09,0.91,0.71," $1,798,836.38 "," 14,500,000.00 ",0.014613365
0.09,0.91,0.72," $2,011,068.49 "," 14,000,000.00 ",0.016665959
0.09,0.91,0.73," $3,927,692.03 "," 13,500,000.00 ",0.031617056
0.09,0.91,0.74," $3,861,913.62 "," 13,000,000.00 ",0.032322755
0.09,0.91,0.75," $1,684,394.73 "," 12,500,000.00 ",0.016028174
0.09,0.91,0.76," $2,562,792.17 "," 12,000,000.00 ",0.02408699
0.09,0.91,0.77," $5,580,512.61 "," 11,500,000.00 ",0.051629743
0.09,0.91,0.78," $4,077,900.04 "," 11,000,000.00 ",0.040185115
0.09,0.91,0.79," $2,871,907.43 "," 10,500,000.00 ",0.030502371
0.09,0.91,0.8," $4,997,284.49 "," 10,000,000.00 ",0.053489318
0.09,0.91,0.81," $3,129,017.37 "," 9,500,000.00 ",0.036447892
0.09,0.91,0.82," $2,947,128.69 "," 9,000,000.00 ",0.036433198
0.09,0.91,0.83," $8,322,962.19 "," 8,500,000.00 ",0.102445638
0.09,0.91,0.84," $2,761,882.85 "," 8,000,000.00 ",0.038652008
0.09,0.91,0.85," $5,489,195.10 "," 7,500,000.00 ",0.077956137
0.09,0.91,0.86," $6,024,158.01 "," 7,000,000.00 ",0.091247466
0.09,0.91,0.87," $4,207,391.12 "," 6,500,000.00 ",0.070041314
0.09,0.91,0.88," $8,082,054.33 "," 6,000,000.00 ",0.141114698
0.09,0.91,0.89," $3,067,363.39 "," 5,500,000.00 ",0.061849549
0.09,0.91,0.9," $5,626,934.59 "," 5,000,000.00 ",0.119760286
0.09,0.91,0.91," $3,067,564.72 "," 4,500,000.00 ",0.075615226
0.09,0.91,0.92," $4,144,383.39 "," 4,000,000.00 ",0.112285521
0.09,0.91,0.93," $3,989,912.95 "," 3,500,000.00 ",0.123890523
0.09,0.91,0.94," $4,261,610.40 "," 3,000,000.00 ",0.153733501
0.09,0.91,0.95," $7,108,084.53 "," 2,500,000.00 ",0.299707135
0.09,0.91,0.96," $6,465,002.27 "," 2,000,000.00 ",0.342301381
0.09,0.91,0.97," $8,158,827.15 "," 1,500,000.00 ",0.571201422
0.09,0.91,0.98," $4,109,779.68 "," 1,000,000.00 ",0.447495186
0.09,0.91,0.99," $5,124,897.12 "," 500,000.00 ",1.107159185
0.1,0.9,0.01," $6,854.76 "," 49,500,000.00 ",0.000702923
0.1,0.9,0.02," $21,520.68 "," 49,000,000.00 ",0.000744035
0.1,0.9,0.03," $27,864.54 "," 48,500,000.00 ",0.000766538
0.1,0.9,0.04," $38,686.64 "," 48,000,000.00 ",0.000800089
0.1,0.9,0.05," $67,830.76 "," 47,500,000.00 ",0.000878085
0.1,0.9,0.06," $83,710.92 "," 47,000,000.00 ",0.00092574
0.1,0.9,0.07," $160,040.25 "," 46,500,000.00 ",0.001121828
0.1,0.9,0.08," $97,808.87 "," 46,000,000.00 ",0.000980619
0.1,0.9,0.09," $150,179.68 "," 45,500,000.00 ",0.001121912
0.1,0.9,0.1," $90,164.22 "," 45,000,000.00 ",0.00098315
0.1,0.9,0.11," $116,313.95 "," 44,500,000.00 ",0.001060832
0.1,0.9,0.12," $194,706.43 "," 44,000,000.00 ",0.001274915
0.1,0.9,0.13," $133,562.48 "," 43,500,000.00 ",0.001130184
0.1,0.9,0.14," $137,801.05 "," 43,000,000.00 ",0.001154505
0.1,0.9,0.15," $312,667.55 "," 42,500,000.00 ",0.001634648
0.1,0.9,0.16," $137,023.40 "," 42,000,000.00 ",0.001179897
0.1,0.9,0.17," $180,349.04 "," 41,500,000.00 ",0.001312497
0.1,0.9,0.18," $199,280.49 "," 41,000,000.00 ",0.001380864
0.1,0.9,0.19," $225,984.16 "," 40,500,000.00 ",0.001472681
0.1,0.9,0.2," $219,346.69 "," 40,000,000.00 ",0.001472276
0.1,0.9,0.21," $322,977.77 "," 39,500,000.00 ",0.001788414
0.1,0.9,0.22," $302,488.58 "," 39,000,000.00 ",0.001751772
0.1,0.9,0.23," $303,820.14 "," 38,500,000.00 ",0.001778447
0.1,0.9,0.24," $287,238.33 "," 38,000,000.00 ",0.00175237
0.1,0.9,0.25," $264,372.02 "," 37,500,000.00 ",0.001706593
0.1,0.9,0.26," $300,824.74 "," 37,000,000.00 ",0.001841377
0.1,0.9,0.27," $386,042.51 "," 36,500,000.00 ",0.002131354
0.1,0.9,0.28," $290,574.10 "," 36,000,000.00 ",0.001860246
0.1,0.9,0.29," $460,602.10 "," 35,500,000.00 ",0.002429565
0.1,0.9,0.3," $342,840.19 "," 35,000,000.00 ",0.002082741
0.1,0.9,0.31," $399,215.30 "," 34,500,000.00 ",0.002298228
0.1,0.9,0.32," $510,915.59 "," 34,000,000.00 ",0.002704576
0.1,0.9,0.33," $662,674.69 "," 33,500,000.00 ",0.003258654
0.1,0.9,0.34," $757,233.13 "," 33,000,000.00 ",0.003632966
0.1,0.9,0.35," $380,955.86 "," 32,500,000.00 ",0.002375972
0.1,0.9,0.36," $598,889.84 "," 32,000,000.00 ",0.003185395
0.1,0.9,0.37," $857,393.37 "," 31,500,000.00 ",0.004166568
0.1,0.9,0.38," $616,076.41 "," 31,000,000.00 ",0.003351037
0.1,0.9,0.39," $646,867.67 "," 30,500,000.00 ",0.003520465
0.1,0.9,0.4," $605,409.60 "," 30,000,000.00 ",0.003422439
0.1,0.9,0.41," $501,087.46 "," 29,500,000.00 ",0.003079436
0.1,0.9,0.42," $851,512.96 "," 29,000,000.00 ",0.004502829
0.1,0.9,0.43," $1,149,145.75 "," 28,500,000.00 ",0.005766115
0.1,0.9,0.44," $664,646.75 "," 28,000,000.00 ",0.00390686
0.1,0.9,0.45," $1,644,202.96 "," 27,500,000.00 ",0.008017299
0.1,0.9,0.46," $673,056.15 "," 27,000,000.00 ",0.004086909
0.1,0.9,0.47," $1,199,500.79 "," 26,500,000.00 ",0.006416871
0.1,0.9,0.48," $1,124,511.29 "," 26,000,000.00 ",0.006213221
0.1,0.9,0.49," $782,008.65 "," 25,500,000.00 ",0.0048119
0.1,0.9,0.5," $985,405.61 "," 25,000,000.00 ",0.0058308
0.1,0.9,0.51," $1,501,162.83 "," 24,500,000.00 ",0.008337134
0.1,0.9,0.52," $1,254,384.58 "," 24,000,000.00 ",0.007344787
0.1,0.9,0.53," $1,525,246.66 "," 23,500,000.00 ",0.008808213
0.1,0.9,0.54," $1,591,308.97 "," 23,000,000.00 ",0.009325475
0.1,0.9,0.55," $1,591,831.45 "," 22,500,000.00 ",0.009535393
0.1,0.9,0.56," $1,473,230.44 "," 22,000,000.00 ",0.009140787
0.1,0.9,0.57," $1,815,790.06 "," 21,500,000.00 ",0.011160349
0.1,0.9,0.58," $1,223,306.51 "," 21,000,000.00 ",0.008226485
0.1,0.9,0.59," $1,337,290.92 "," 20,500,000.00 ",0.009057767
0.1,0.9,0.6," $1,889,434.63 "," 20,000,000.00 ",0.01241521
0.1,0.9,0.61," $1,317,978.77 "," 19,500,000.00 ",0.009410081
0.1,0.9,0.62," $953,733.58 "," 19,000,000.00 ",0.007483592
0.1,0.9,0.63," $1,386,480.88 "," 18,500,000.00 ",0.010338834
0.1,0.9,0.64," $1,774,970.14 "," 18,000,000.00 ",0.01307389
0.1,0.9,0.65," $2,473,716.39 "," 17,500,000.00 ",0.017976011
0.1,0.9,0.66," $1,337,131.80 "," 17,000,000.00 ",0.010922149
0.1,0.9,0.67," $1,449,286.02 "," 16,500,000.00 ",0.012024155
0.1,0.9,0.68," $3,514,539.20 "," 16,000,000.00 ",0.027039855
0.1,0.9,0.69," $1,752,792.48 "," 15,500,000.00 ",0.015021056
0.1,0.9,0.7," $5,885,389.56 "," 15,000,000.00 ",0.04677008
0.1,0.9,0.71," $1,650,147.60 "," 14,500,000.00 ",0.015254478
0.1,0.9,0.72," $1,512,831.61 "," 14,000,000.00 ",0.014687005
0.1,0.9,0.73," $1,609,329.39 "," 13,500,000.00 ",0.016041955
0.1,0.9,0.74," $2,241,587.71 "," 13,000,000.00 ",0.022175776
0.1,0.9,0.75," $5,283,160.63 "," 12,500,000.00 ",0.050663433
0.1,0.9,0.76," $3,464,240.07 "," 12,000,000.00 ",0.035581857
0.1,0.9,0.77," $4,408,541.67 "," 11,500,000.00 ",0.046444028
0.1,0.9,0.78," $4,323,969.20 "," 11,000,000.00 ",0.047684045
0.1,0.9,0.79," $3,141,461.91 "," 10,500,000.00 ",0.037180477
0.1,0.9,0.8," $5,477,539.32 "," 10,000,000.00 ",0.065541398
0.1,0.9,0.81," $6,508,773.84 "," 9,500,000.00 ",0.081307537
0.1,0.9,0.82," $2,982,956.36 "," 9,000,000.00 ",0.041383024
0.1,0.9,0.83," $6,412,901.45 "," 8,500,000.00 ",0.089599741
0.1,0.9,0.84," $2,351,669.52 "," 8,000,000.00 ",0.037606471
0.1,0.9,0.85," $4,815,422.09 "," 7,500,000.00 ",0.07738798
0.1,0.9,0.86," $3,767,627.09 "," 7,000,000.00 ",0.065935514
0.1,0.9,0.87," $5,703,462.07 "," 6,500,000.00 ",0.104807235
0.1,0.9,0.88," $3,469,600.46 "," 6,000,000.00 ",0.07129809
0.1,0.9,0.89," $4,647,261.80 "," 5,500,000.00 ",0.102087517
0.1,0.9,0.9," $4,545,480.38 "," 5,000,000.00 ",0.109997094
0.1,0.9,0.91," $10,291,073.63 "," 4,500,000.00 ",0.267174843
0.1,0.9,0.92," $7,123,743.91 "," 4,000,000.00 ",0.21071635
0.1,0.9,0.93," $13,706,769.64 "," 3,500,000.00 ",0.454455698
0.1,0.9,0.94," $4,321,935.80 "," 3,000,000.00 ",0.17500057
0.1,0.9,0.95," $15,955,398.75 "," 2,500,000.00 ",0.738849155
0.1,0.9,0.96," $4,617,378.59 "," 2,000,000.00 ",0.279540035
0.1,0.9,0.97," $6,460,692.06 "," 1,500,000.00 ",0.512913812
0.1,0.9,0.98," $9,068,347.08 "," 1,000,000.00 ",1.068113671
0.1,0.9,0.99," $6,669,155.05 "," 500,000.00 ",1.598117272
0.11,0.89,0.01," $13,397.57 "," 49,500,000.00 ",0.000798576
0.11,0.89,0.02," $19,763.18 "," 49,000,000.00 ",0.000823112
0.11,0.89,0.03," $31,477.10 "," 48,500,000.00 ",0.000862062
0.11,0.89,0.04," $33,069.73 "," 48,000,000.00 ",0.000875228
0.11,0.89,0.05," $40,546.13 "," 47,500,000.00 ",0.000904295
0.11,0.89,0.06," $58,742.91 "," 47,000,000.00 ",0.000962751
0.11,0.89,0.07," $88,193.04 "," 46,500,000.00 ",0.001052989
0.11,0.89,0.08," $84,527.36 "," 46,000,000.00 ",0.001054385
0.11,0.89,0.09," $135,412.37 "," 45,500,000.00 ",0.001207034
0.11,0.89,0.1," $126,885.97 "," 45,000,000.00 ",0.001196548
0.11,0.89,0.11," $114,963.57 "," 44,500,000.00 ",0.001176201
0.11,0.89,0.12," $113,910.23 "," 44,000,000.00 ",0.001186549
0.11,0.89,0.13," $100,148.01 "," 43,500,000.00 ",0.001160283
0.11,0.89,0.14," $179,882.32 "," 43,000,000.00 ",0.001407666
0.11,0.89,0.15," $241,743.83 "," 42,500,000.00 ",0.001607826
0.11,0.89,0.16," $145,458.94 "," 42,000,000.00 ",0.001337806
0.11,0.89,0.17," $295,921.72 "," 41,500,000.00 ",0.001811242
0.11,0.89,0.18," $183,828.94 "," 41,000,000.00 ",0.001488484
0.11,0.89,0.19," $228,801.32 "," 40,500,000.00 ",0.001646927
0.11,0.89,0.2," $314,832.73 "," 40,000,000.00 ",0.001938807
0.11,0.89,0.21," $251,685.54 "," 39,500,000.00 ",0.001761704
0.11,0.89,0.22," $281,440.60 "," 39,000,000.00 ",0.001880528
0.11,0.89,0.23," $284,381.30 "," 38,500,000.00 ",0.001914589
0.11,0.89,0.24," $342,138.59 "," 38,000,000.00 ",0.002131503
0.11,0.89,0.25," $400,427.69 "," 37,500,000.00 ",0.002355991
0.11,0.89,0.26," $322,625.69 "," 37,000,000.00 ",0.002122599
0.11,0.89,0.27," $360,649.38 "," 36,500,000.00 ",0.002283083
0.11,0.89,0.28," $672,665.14 "," 36,000,000.00 ",0.003408044
0.11,0.89,0.29," $372,399.98 "," 35,500,000.00 ",0.002389157
0.11,0.89,0.3," $320,536.20 "," 35,000,000.00 ",0.002236379
0.11,0.89,0.31," $755,070.21 "," 34,500,000.00 ",0.003857533
0.11,0.89,0.32," $461,583.57 "," 34,000,000.00 ",0.002825446
0.11,0.89,0.33," $840,918.44 "," 33,500,000.00 ",0.00429595
0.11,0.89,0.34," $377,022.95 "," 33,000,000.00 ",0.002587855
0.11,0.89,0.35," $514,135.04 "," 32,500,000.00 ",0.003159838
0.11,0.89,0.36," $532,643.63 "," 32,000,000.00 ",0.003282177
0.11,0.89,0.37," $431,148.82 "," 31,500,000.00 ",0.002927853
0.11,0.89,0.38," $1,367,758.82 "," 31,000,000.00 ",0.006786203
0.11,0.89,0.39," $1,534,898.48 "," 30,500,000.00 ",0.007588725
0.11,0.89,0.4," $588,809.62 "," 30,000,000.00 ",0.003737192
0.11,0.89,0.41," $663,104.48 "," 29,500,000.00 ",0.004118231
0.11,0.89,0.42," $1,170,971.28 "," 29,000,000.00 ",0.006398335
0.11,0.89,0.43," $1,574,309.20 "," 28,500,000.00 ",0.008295806
0.11,0.89,0.44," $787,800.71 "," 28,000,000.00 ",0.004900666
0.11,0.89,0.45," $709,126.63 "," 27,500,000.00 ",0.004628905
0.11,0.89,0.46," $921,754.38 "," 27,000,000.00 ",0.005708041
0.11,0.89,0.47," $1,911,358.06 "," 26,500,000.00 ",0.010526449
0.11,0.89,0.48," $854,531.02 "," 26,000,000.00 ",0.005601479
0.11,0.89,0.49," $816,652.17 "," 25,500,000.00 ",0.005523954
0.11,0.89,0.5," $1,138,479.10 "," 25,000,000.00 ",0.007258348
0.11,0.89,0.51," $643,845.17 "," 24,500,000.00 ",0.004859716
0.11,0.89,0.52," $1,361,190.27 "," 24,000,000.00 ",0.008731451
0.11,0.89,0.53," $1,066,625.71 "," 23,500,000.00 ",0.007336048
0.11,0.89,0.54," $2,183,942.48 "," 23,000,000.00 ",0.013623742
0.11,0.89,0.55," $2,404,213.24 "," 22,500,000.00 ",0.015161546
0.11,0.89,0.56," $1,112,076.06 "," 22,000,000.00 ",0.008096978
0.11,0.89,0.57," $1,894,479.94 "," 21,500,000.00 ",0.012876068
0.11,0.89,0.58," $1,364,777.08 "," 21,000,000.00 ",0.010000682
0.11,0.89,0.59," $1,993,764.88 "," 20,500,000.00 ",0.014115319
0.11,0.89,0.6," $1,014,230.95 "," 20,000,000.00 ",0.008289729
0.11,0.89,0.61," $1,912,692.72 "," 19,500,000.00 ",0.014314898
0.11,0.89,0.62," $2,700,780.35 "," 19,000,000.00 ",0.019924418
0.11,0.89,0.63," $2,278,750.55 "," 18,500,000.00 ",0.017585152
0.11,0.89,0.64," $1,696,230.00 "," 18,000,000.00 ",0.013991048
0.11,0.89,0.65," $2,672,746.35 "," 17,500,000.00 ",0.021430676
0.11,0.89,0.66," $1,898,194.56 "," 17,000,000.00 ",0.016313133
0.11,0.89,0.67," $2,740,628.79 "," 16,500,000.00 ",0.023248984
0.11,0.89,0.68," $3,014,759.84 "," 16,000,000.00 ",0.02613733
0.11,0.89,0.69," $4,343,553.41 "," 15,500,000.00 ",0.037796606
0.11,0.89,0.7," $2,327,633.71 "," 15,000,000.00 ",0.022101048
0.11,0.89,0.71," $2,419,282.80 "," 14,500,000.00 ",0.023660902
0.11,0.89,0.72," $3,534,508.76 "," 14,000,000.00 ",0.034556729
0.11,0.89,0.73," $3,238,961.45 "," 13,500,000.00 ",0.03307497
0.11,0.89,0.74," $1,596,784.78 "," 13,000,000.00 ",0.018409375
0.11,0.89,0.75," $6,799,629.51 "," 12,500,000.00 ",0.07166342
0.11,0.89,0.76," $2,589,289.95 "," 12,000,000.00 ",0.030380147
0.11,0.89,0.77," $3,562,574.76 "," 11,500,000.00 ",0.042380678
0.11,0.89,0.78," $2,704,053.30 "," 11,000,000.00 ",0.034459855
0.11,0.89,0.79," $9,689,479.85 "," 10,500,000.00 ",0.120050132
0.11,0.89,0.8," $2,704,062.26 "," 10,000,000.00 ",0.037907891
0.11,0.89,0.81," $2,926,592.92 "," 9,500,000.00 ",0.042860192
0.11,0.89,0.82," $3,969,128.79 "," 9,000,000.00 ",0.059861084
0.11,0.89,0.83," $3,200,259.13 "," 8,500,000.00 ",0.051969084
0.11,0.89,0.84," $3,285,645.44 "," 8,000,000.00 ",0.056566473
0.11,0.89,0.85," $7,890,325.35 "," 7,500,000.00 ",0.13782944
0.11,0.89,0.86," $5,010,105.38 "," 7,000,000.00 ",0.095748166
0.11,0.89,0.87," $4,520,813.01 "," 6,500,000.00 ",0.093617953
0.11,0.89,0.88," $9,708,529.32 "," 6,000,000.00 ",0.210572935
0.11,0.89,0.89," $6,738,489.15 "," 5,500,000.00 ",0.161561291
0.11,0.89,0.9," $3,841,206.17 "," 5,000,000.00 ",0.104573547
0.11,0.89,0.91," $4,057,500.95 "," 4,500,000.00 ",0.122276862
0.11,0.89,0.92," $8,898,154.45 "," 4,000,000.00 ",0.290420939
0.11,0.89,0.93," $7,055,351.58 "," 3,500,000.00 ",0.265466637
0.11,0.89,0.94," $15,549,570.04 "," 3,000,000.00 ",0.667555347
0.11,0.89,0.95," $8,164,709.71 "," 2,500,000.00 ",0.427982761
0.11,0.89,0.96," $6,815,034.94 "," 2,000,000.00 ",0.449931278
0.11,0.89,0.97," $8,642,953.47 "," 1,500,000.00 ",0.75474029
0.11,0.89,0.98," $12,570,670.24 "," 1,000,000.00 ",1.632405706
0.11,0.89,0.99," $4,639,379.85 "," 500,000.00 ",1.260088134
0.12,0.88,0.01," $8,780.15 "," 49,500,000.00 ",0.000868094
0.12,0.88,0.02," $19,173.30 "," 49,000,000.00 ",0.00090647
0.12,0.88,0.03," $24,768.70 "," 48,500,000.00 ",0.000931871
0.12,0.88,0.04," $30,012.34 "," 48,000,000.00 ",0.000956782
0.12,0.88,0.05," $60,121.30 "," 47,500,000.00 ",0.001055066
0.12,0.88,0.06," $122,477.38 "," 47,000,000.00 ",0.001250923
0.12,0.88,0.07," $75,767.97 "," 46,500,000.00 ",0.001124585
0.12,0.88,0.08," $94,149.75 "," 46,000,000.00 ",0.001192421
0.12,0.88,0.09," $86,031.31 "," 45,500,000.00 ",0.001180695
0.12,0.88,0.1," $86,849.82 "," 45,000,000.00 ",0.001196347
0.12,0.88,0.11," $107,043.72 "," 44,500,000.00 ",0.001272943
0.12,0.88,0.12," $171,853.49 "," 44,000,000.00 ",0.001492393
0.12,0.88,0.13," $157,609.34 "," 43,500,000.00 ",0.001463979
0.12,0.88,0.14," $146,376.99 "," 43,000,000.00 ",0.001444652
0.12,0.88,0.15," $136,548.17 "," 42,500,000.00 ",0.001429466
0.12,0.88,0.16," $175,704.08 "," 42,000,000.00 ",0.001576227
0.12,0.88,0.17," $139,220.43 "," 41,500,000.00 ",0.001472877
0.12,0.88,0.18," $157,789.28 "," 41,000,000.00 ",0.001553869
0.12,0.88,0.19," $265,574.66 "," 40,500,000.00 ",0.001943428
0.12,0.88,0.2," $203,653.65 "," 40,000,000.00 ",0.001752291
0.12,0.88,0.21," $277,954.99 "," 39,500,000.00 ",0.002036254
0.12,0.88,0.22," $244,936.63 "," 39,000,000.00 ",0.001944541
0.12,0.88,0.23," $295,784.45 "," 38,500,000.00 ",0.0021536
0.12,0.88,0.24," $341,715.26 "," 38,000,000.00 ",0.002350153
0.12,0.88,0.25," $318,373.86 "," 37,500,000.00 ",0.00229487
0.12,0.88,0.26," $712,963.49 "," 37,000,000.00 ",0.003810055
0.12,0.88,0.27," $263,674.53 "," 36,500,000.00 ",0.002149194
0.12,0.88,0.28," $540,458.05 "," 36,000,000.00 ",0.003249037
0.12,0.88,0.29," $405,199.70 "," 35,500,000.00 ",0.002764558
0.12,0.88,0.3," $704,866.76 "," 35,000,000.00 ",0.003995613
0.12,0.88,0.31," $379,629.93 "," 34,500,000.00 ",0.002741558
0.12,0.88,0.32," $1,030,147.71 "," 34,000,000.00 ",0.005444601
0.12,0.88,0.33," $590,747.86 "," 33,500,000.00 ",0.003700464
0.12,0.88,0.34," $577,708.79 "," 33,000,000.00 ",0.003701551
0.12,0.88,0.35," $545,184.44 "," 32,500,000.00 ",0.003619233
0.12,0.88,0.36," $724,797.10 "," 32,000,000.00 ",0.004456948
0.12,0.88,0.37," $612,667.90 "," 31,500,000.00 ",0.004032302
0.12,0.88,0.38," $537,960.28 "," 31,000,000.00 ",0.003761957
0.12,0.88,0.39," $603,059.72 "," 30,500,000.00 ",0.004120691
0.12,0.88,0.4," $997,135.25 "," 30,000,000.00 ",0.006017537
0.12,0.88,0.41," $492,020.26 "," 29,500,000.00 ",0.003736547
0.12,0.88,0.42," $626,688.64 "," 29,000,000.00 ",0.004447269
0.12,0.88,0.43," $816,951.35 "," 28,500,000.00 ",0.005454419
0.12,0.88,0.44," $732,727.43 "," 28,000,000.00 ",0.005133202
0.12,0.88,0.45," $707,931.16 "," 27,500,000.00 ",0.00510106
0.12,0.88,0.46," $660,789.42 "," 27,000,000.00 ",0.004952544
0.12,0.88,0.47," $1,696,660.63 "," 26,500,000.00 ",0.010486342
0.12,0.88,0.48," $1,031,789.30 "," 26,000,000.00 ",0.007129016
0.12,0.88,0.49," $1,451,729.35 "," 25,500,000.00 ",0.009560841
0.12,0.88,0.5," $914,434.79 "," 25,000,000.00 ",0.006760914
0.12,0.88,0.51," $1,183,296.04 "," 24,500,000.00 ",0.008426263
0.12,0.88,0.52," $898,590.12 "," 24,000,000.00 ",0.0069508
0.12,0.88,0.53," $1,784,389.20 "," 23,500,000.00 ",0.012344925
0.12,0.88,0.54," $1,131,466.64 "," 23,000,000.00 ",0.0086623
0.12,0.88,0.55," $1,016,781.31 "," 22,500,000.00 ",0.008145417
0.12,0.88,0.56," $1,128,801.41 "," 22,000,000.00 ",0.009039281
0.12,0.88,0.57," $3,129,007.44 "," 21,500,000.00 ",0.022198174
0.12,0.88,0.58," $1,140,517.27 "," 21,000,000.00 ",0.00954749
0.12,0.88,0.59," $1,675,567.56 "," 20,500,000.00 ",0.013413154
0.12,0.88,0.6," $1,321,023.72 "," 20,000,000.00 ",0.011281199
0.12,0.88,0.61," $2,625,694.76 "," 19,500,000.00 ",0.020883028
0.12,0.88,0.62," $2,587,353.59 "," 19,000,000.00 ",0.02115187
0.12,0.88,0.63," $1,745,356.76 "," 18,500,000.00 ",0.015388747
