Ending Weight Token,Ending Weight USD,Sale Rate,Total Proceeds,Unsold Tokens,Min Price
0.13,0.87,0.51,1374988.573,24500000,0.010426671
0.13,0.87,0.52,1435172.847,24000000,0.011026395
0.13,0.87,0.53,1497752.32,23500000,0.011667189
0.13,0.87,0.54,1562840.944,23000000,0.01235249
0.13,0.87,0.55,1630559.549,22500000,0.013086083
0.13,0.87,0.56,1701036.372,22000000,0.013872151
0.13,0.87,0.57,1774407.654,21500000,0.014715322
0.13,0.87,0.58,1850818.296,21000000,0.01562073
0.13,0.87,0.59,1930422.579,20500000,0.016594077
0.13,0.87,0.6,2013384.972,20000000,0.017641713
0.13,0.87,0.61,2099881.015,19500000,0.018770729
0.13,0.87,0.62,2190098.32,19000000,0.019989057
0.13,0.87,0.63,2284237.679,18500000,0.021305596
0.13,0.87,0.64,2382514.304,18000000,0.022730357
0.13,0.87,0.65,2485159.227,17500000,0.024274633
0.13,0.87,0.66,2592420.878,17000000,0.0259512
0.13,0.87,0.67,2704566.863,16500000,0.027774565
0.13,0.87,0.68,2821885.993,16000000,0.029761247
0.13,0.87,0.69,2944690.589,15500000,0.03193013
0.13,0.87,0.7,3073319.125,15000000,0.034302884
0.13,0.87,0.71,3208139.261,14500000,0.036904475
0.13,0.87,0.72,3349551.355,14000000,0.039763793
0.13,0.87,0.73,3497992.526,13500000,0.042914426
0.13,0.87,0.74,3653941.41,13000000,0.046395618
0.13,0.87,0.75,3817923.724,12500000,0.05025347
0.13,0.87,0.76,3990518.85,12000000,0.054542453
0.13,0.87,0.77,4172367.648,11500000,0.05932733
0.13,0.87,0.78,4364181.811,11000000,0.064685629
0.13,0.87,0.79,4566755.152,10500000,0.070710845
0.13,0.87,0.8,4780977.318,10000000,0.077516648
0.13,0.87,0.81,5007850.632,9500000,0.085242457
0.13,0.87,0.82,5248510.962,9000000,0.094060963
0.13,0.87,0.83,5504253.864,8500000,0.10418838
0.13,0.87,0.84,5776567.743,8000000,0.115898694
0.13,0.87,0.85,6067176.457,7500000,0.129543799
0.13,0.87,0.86,6378094.878,7000000,0.14558256
0.13,0.87,0.87,6711702.552,6500000,0.164623715
0.13,0.87,0.88,7070843.191,6000000,0.187490918
0.13,0.87,0.89,7458961.912,5500000,0.215324336
0.13,0.87,0.9,7880299.158,5000000,0.249745013
0.13,0.87,0.91,8340172.459,4500000,0.293131915
0.13,0.87,0.92,8845399.325,4000000,0.349112471
0.13,0.87,0.93,9404956.828,3500000,0.423484569
0.13,0.87,0.94,10031058.93,3000000,0.526083623
0.13,0.87,0.95,10741018.37,2500000,0.674943228
0.13,0.87,0.96,11560700.63,2000000,0.906836581
0.13,0.87,0.97,12531544.53,1500000,1.309346053
0.13,0.87,0.98,13726701.07,1000000,2.151098451
0.13,0.87,0.99,15295246.08,500000,4.811223322
0.14,0.86,0.01,10306.14654,49500000,0.001041453
0.14,0.86,0.02,20958.27935,49000000,0.001088197
0.14,0.86,0.03,31968.48741,48500000,0.001137132
0.14,0.86,0.04,43349.32254,48000000,0.001188368
0.14,0.86,0.05,55113.81954,47500000,0.001242026
0.14,0.86,0.06,67275.51739,47000000,0.001298229
0.14,0.86,0.07,79848.48154,46500000,0.001357111
0.14,0.86,0.08,92847.32728,46000000,0.00141881
0.14,0.86,0.09,106287.2444,45500000,0.001483477
0.14,0.86,0.1,120184.0231,45000000,0.001551267
0.14,0.86,0.11,134554.0813,44500000,0.001622348
0.14,0.86,0.12,149414.4934,44000000,0.001696896
0.14,0.86,0.13,164783.0206,43500000,0.001775099
0.14,0.86,0.14,180678.1428,43000000,0.001857155
0.14,0.86,0.15,197119.0923,42500000,0.001943276
0.14,0.86,0.16,214125.8894,42000000,0.002033686
0.14,0.86,0.17,231719.3801,41500000,0.002128623
0.14,0.86,0.18,249921.2755,41000000,0.002228342
0.14,0.86,0.19,268754.194,40500000,0.002333111
0.14,0.86,0.2,288241.7058,40000000,0.002443219
0.14,0.86,0.21,308408.3794,39500000,0.002558972
0.14,0.86,0.22,329279.8317,39000000,0.002680695
0.14,0.86,0.23,350882.7808,38500000,0.002808737
0.14,0.86,0.24,373245.1015,38000000,0.00294347
0.14,0.86,0.25,396395.8851,37500000,0.003085288
0.14,0.86,0.26,420365.5017,37000000,0.003234618
0.14,0.86,0.27,445185.6678,36500000,0.00339191
0.14,0.86,0.28,470889.5168,36000000,0.003557651
0.14,0.86,0.29,497511.675,35500000,0.003732358
0.14,0.86,0.3,525088.342,35000000,0.00391659
0.14,0.86,0.31,553657.3765,34500000,0.004110941
0.14,0.86,0.32,583258.388,34000000,0.004316052
0.14,0.86,0.33,613932.8343,33500000,0.00453261
0.14,0.86,0.34,645724.1257,33000000,0.004761355
0.14,0.86,0.35,678677.737,32500000,0.005003081
0.14,0.86,0.36,712841.3264,32000000,0.005258645
0.14,0.86,0.37,748264.8638,31500000,0.005528969
0.14,0.86,0.38,785000.7672,31000000,0.005815048
0.14,0.86,0.39,823104.0507,30500000,0.006117958
0.14,0.86,0.4,862632.4818,30000000,0.006438859
0.14,0.86,0.41,903646.7518,29500000,0.006779008
0.14,0.86,0.42,946210.6587,29000000,0.007139767
0.14,0.86,0.43,990391.3044,28500000,0.007522612
0.14,0.86,0.44,1036259.308,28000000,0.007929146
0.14,0.86,0.45,1083889.035,27500000,0.00836111
0.14,0.86,0.46,1133358.847,27000000,0.008820399
0.14,0.86,0.47,1184751.372,26500000,0.009309078
0.14,0.86,0.48,1238153.796,26000000,0.009829401
0.14,0.86,0.49,1293658.181,25500000,0.010383829
0.14,0.86,0.5,1351361.811,25000000,0.010975056
0.14,0.86,0.51,1411367.571,24500000,0.011606033
0.14,0.86,0.52,1473784.356,24000000,0.012279998
0.14,0.86,0.53,1538727.524,23500000,0.013000513
0.14,0.86,0.54,1606319.386,23000000,0.013771497
0.14,0.86,0.55,1676689.752,22500000,0.014597273
0.14,0.86,0.56,1749976.523,22000000,0.015482622
0.14,0.86,0.57,1826326.349,21500000,0.016432833
0.14,0.86,0.58,1905895.355,21000000,0.017453775
0.14,0.86,0.59,1988849.941,20500000,0.018551976
0.14,0.86,0.6,2075367.676,20000000,0.019734705
0.14,0.86,0.61,2165638.286,19500000,0.021010083
0.14,0.86,0.62,2259864.761,19000000,0.022387204
0.14,0.86,0.63,2358264.589,18500000,0.023876271
0.14,0.86,0.64,2461071.145,18000000,0.025488772
0.14,0.86,0.65,2568535.248,17500000,0.027237671
0.14,0.86,0.66,2680926.924,17000000,0.029137647
0.14,0.86,0.67,2798537.398,16500000,0.031205373
0.14,0.86,0.68,2921681.366,16000000,0.033459848
0.14,0.86,0.69,3050699.574,15500000,0.035922806
0.14,0.86,0.7,3185961.791,15000000,0.038619198
0.14,0.86,0.71,3327870.219,14500000,0.041577793
0.14,0.86,0.72,3476863.436,14000000,0.044831902
0.14,0.86,0.73,3633420.983,13500000,0.048420276
0.14,0.86,0.74,3798068.721,13000000,0.052388225
0.14,0.86,0.75,3971385.124,12500000,0.056789009
0.14,0.86,0.76,4154008.716,12000000,0.061685603
0.14,0.86,0.77,4346646.926,11500000,0.067152933
0.14,0.86,0.78,4550086.693,11000000,0.073280759
0.14,0.86,0.79,4765207.28,10500000,0.080177406
0.14,0.86,0.8,4992995.873,10000000,0.087974675
0.14,0.86,0.81,5234566.756,9500000,0.09683435
0.14,0.86,0.82,5491185.103,9000000,0.10695698
0.14,0.86,0.83,5764296.838,8500000,0.11859387
0.14,0.86,0.84,6055566.557,8000000,0.132063737
0.14,0.86,0.85,6366926.321,7500000,0.147776289
0.14,0.86,0.86,6700639.391,7000000,0.166266252
0.14,0.86,0.87,7059384.854,6500000,0.18824367
0.14,0.86,0.88,7446372.107,6000000,0.214670191
0.14,0.86,0.89,7865499.019,5500000,0.246878344
0.14,0.86,0.9,8321575.807,5000000,0.28676463
0.14,0.86,0.91,8820650.83,4500000,0.337115302
0.14,0.86,0.92,9370500.419,4000000,0.402183628
0.14,0.86,0.93,9981394.154,3500000,0.488775897
0.14,0.86,0.94,10667347.01,3000000,0.608452534
0.14,0.86,0.95,11448287.2,2500000,0.78243773
0.14,0.86,0.96,12354084.78,2000000,1.054070019
0.14,0.86,0.97,13432754.99,1500000,1.526715382
0.14,0.86,0.98,14769349.12,1000000,2.517873468
0.14,0.86,0.99,16537795.33,500000,5.659950845
0.15,0.85,0.01,10420.90297,49500000,0.001129389
0.15,0.85,0.02,21196.19747,49000000,0.001180518
0.15,0.85,0.03,32338.43697,48500000,0.001234064
0.15,0.85,0.04,43860.66212,48000000,0.001290152
0.15,0.85,0.05,55776.42226,47500000,0.001348912
0.15,0.85,0.06,68099.798,47000000,0.001410485
0.15,0.85,0.07,80845.425,46500000,0.001475017
0.15,0.85,0.08,94028.51895,46000000,0.001542665
0.15,0.85,0.09,107664.9019,45500000,0.001613594
0.15,0.85,0.1,121771.0301,45000000,0.00168798
0.15,0.85,0.11,136364.0229,44500000,0.001766008
0.15,0.85,0.12,151461.6937,44000000,0.001847875
0.15,0.85,0.13,167082.5827,43500000,0.00193379
0.15,0.85,0.14,183245.9906,43000000,0.002023977
0.15,0.85,0.15,199972.0149,42500000,0.002118669
0.15,0.85,0.16,217281.5885,42000000,0.002218119
0.15,0.85,0.17,235196.5194,41500000,0.002322592
0.15,0.85,0.18,253739.5337,41000000,0.002432373
0.15,0.85,0.19,272934.3207,40500000,0.002547764
0.15,0.85,0.2,292805.5805,40000000,0.002669085
0.15,0.85,0.21,313379.0747,39500000,0.00279668
0.15,0.85,0.22,334681.6797,39000000,0.002930914
0.15,0.85,0.23,356741.4439,38500000,0.003072178
0.15,0.85,0.24,379587.6475,38000000,0.003220886
0.15,0.85,0.25,403250.8668,37500000,0.003377485
0.15,0.85,0.26,427763.0423,37000000,0.003542449
0.15,0.85,0.27,453157.5503,36500000,0.003716287
0.15,0.85,0.28,479469.2805,36000000,0.003899543
0.15,0.85,0.29,506734.7174,35500000,0.004092801
0.15,0.85,0.3,534992.0277,35000000,0.004296685
0.15,0.85,0.31,564281.1531,34500000,0.004511867
0.15,0.85,0.32,594643.9096,34000000,0.004739065
0.15,0.85,0.33,626124.0935,33500000,0.004979055
0.15,0.85,0.34,658767.5948,33000000,0.005232667
0.15,0.85,0.35,692622.518,32500000,0.005500797
0.15,0.85,0.36,727739.3121,32000000,0.00578441
0.15,0.85,0.37,764170.9099,31500000,0.006084546
0.15,0.85,0.38,801972.8771,31000000,0.006402328
0.15,0.85,0.39,841203.5722,30500000,0.006738967
0.15,0.85,0.4,881924.3197,30000000,0.007095775
0.15,0.85,0.41,924199.5949,29500000,0.007474172
0.15,0.85,0.42,968097.2241,29000000,0.007875696
0.15,0.85,0.43,1013688.6,28500000,0.008302014
0.15,0.85,0.44,1061048.916,28000000,0.008754941
0.15,0.85,0.45,1110257.414,27500000,0.009236445
0.15,0.85,0.46,1161397.664,27000000,0.009748674
0.15,0.85,0.47,1214557.853,26500000,0.010293965
0.15,0.85,0.48,1269831.111,26000000,0.010874871
0.15,0.85,0.49,1327315.858,25500000,0.011494184
0.15,0.85,0.5,1387116.185,25000000,0.012154958
0.15,0.85,0.51,1449342.269,24500000,0.012860541
0.15,0.85,0.52,1514110.827,24000000,0.013614613
0.15,0.85,0.53,1581545.612,23500000,0.014421216
0.15,0.85,0.54,1651777.958,23000000,0.015284806
0.15,0.85,0.55,1724947.376,22500000,0.0162103
0.15,0.85,0.56,1801202.218,22000000,0.017203134
0.15,0.85,0.57,1880700.395,21500000,0.018269331
0.15,0.85,0.58,1963610.189,21000000,0.019415576
0.15,0.85,0.59,2050111.136,20500000,0.020649305
0.15,0.85,0.6,2140395.019,20000000,0.021978809
0.15,0.85,0.61,2234666.965,19500000,0.023413352
0.15,0.85,0.62,2333146.678,19000000,0.024963311
0.15,0.85,0.63,2436069.811,18500000,0.026640344
0.15,0.85,0.64,2543689.513,18000000,0.028457575
0.15,0.85,0.65,2656278.168,17500000,0.03042983
0.15,0.85,0.66,2774129.363,17000000,0.032573902
0.15,0.85,0.67,2897560.114,16500000,0.034908879
0.15,0.85,0.68,3026913.408,16000000,0.037456525
0.15,0.85,0.69,3162561.099,15500000,0.040241751
0.15,0.85,0.7,3304907.234,15000000,0.043293177
0.15,0.85,0.71,3454391.886,14500000,0.046643818
0.15,0.85,0.72,3611495.591,14000000,0.050331932
0.15,0.85,0.73,3776744.507,13500000,0.054402052
0.15,0.85,0.74,3950716.453,13000000,0.058906283
0.15,0.85,0.75,4134048.009,12500000,0.063905918
0.15,0.85,0.76,4327442.923,12000000,0.069473479
0.15,0.85,0.77,4531682.121,11500000,0.075695315
0.15,0.85,0.78,4747635.73,11000000,0.082674945
0.15,0.85,0.79,4976277.602,10500000,0.090537396
0.15,0.85,0.8,5218703.035,10000000,0.099434904
0.15,0.85,0.81,5476150.579,9500000,0.109554493
0.15,0.85,0.82,5750029.132,9000000,0.121128183
0.15,0.85,0.83,6041951.993,8500000,0.134446959
0.15,0.85,0.84,6353780.164,8000000,0.149880187
0.15,0.85,0.85,6687678.162,7500000,0.167903097
0.15,0.85,0.86,7046187.01,7000000,0.189136512
0.15,0.85,0.87,7432321.312,6500000,0.214405579
0.15,0.85,0.88,7849700.763,6000000,0.244828942
0.15,0.85,0.89,8302732.134,5500000,0.281958258
0.15,0.85,0.9,8796867.242,5000000,0.328004261
0.15,0.85,0.91,9338978.993,4500000,0.38621846
0.15,0.85,0.92,9937927.641,4000000,0.461570113
0.15,0.85,0.93,10605446.96,3500000,0.562020932
0.15,0.85,0.94,11357596.61,3000000,0.701111049
0.15,0.85,0.95,12217280.87,2500000,0.903732464
0.15,0.85,0.96,13218937.33,2000000,1.220784248
0.15,0.85,0.97,14418100.8,1500000,1.773841475
0.15,0.85,0.98,15913464.78,1000000,2.936891159
0.15,0.85,0.99,17907523.85,500000,6.635614034
0.16,0.84,0.01,10538.18667,49500000,0.001219486
0.16,0.84,0.02,21439.44644,49000000,0.001275177
0.16,0.84,0.03,32716.81815,48500000,0.001333524
0.16,0.84,0.04,44383.85363,48000000,0.001394665
0.16,0.84,0.05,56454.64051,47500000,0.001458746
0.16,0.84,0.06,68943.82643,47000000,0.001525921
0.16,0.84,0.07,81866.64431,46500000,0.001596353
0.16,0.84,0.08,95238.93914,46000000,0.001670216
0.16,0.84,0.09,109077.1961,45500000,0.001747694
0.16,0.84,0.1,123398.57,45000000,0.00182898
0.16,0.84,0.11,138220.9169,44500000,0.001914282
0.16,0.84,0.12,153562.8267,44000000,0.002003817
0.16,0.84,0.13,169443.6582,43500000,0.00209782
0.16,0.84,0.14,185883.5754,43000000,0.002196537
0.16,0.84,0.15,202903.5867,42500000,0.00230023
0.16,0.84,0.16,220525.5855,42000000,0.002409178
0.16,0.84,0.17,238772.3937,41500000,0.002523679
0.16,0.84,0.18,257667.8076,41000000,0.002644048
0.16,0.84,0.19,277236.6461,40500000,0.002770622
0.16,0.84,0.2,297504.8022,40000000,0.00290376
0.16,0.84,0.21,318499.2974,39500000,0.003043843
0.16,0.84,0.22,340248.3394,39000000,0.003191279
0.16,0.84,0.23,362781.3832,38500000,0.003346504
0.16,0.84,0.24,386129.1964,38000000,0.003509983
0.16,0.84,0.25,410323.9279,37500000,0.003682212
0.16,0.84,0.26,435399.1812,37000000,0.003863722
0.16,0.84,0.27,461390.093,36500000,0.004055084
0.16,0.84,0.28,488333.4158,36000000,0.004256904
0.16,0.84,0.29,516267.6066,35500000,0.004469837
0.16,0.84,0.3,545232.9214,35000000,0.004694581
0.16,0.84,0.31,575271.5158,34500000,0.004931889
0.16,0.84,0.32,606427.5527,34000000,0.005182566
0.16,0.84,0.33,638747.3172,33500000,0.005447481
0.16,0.84,0.34,672279.3394,33000000,0.005727566
0.16,0.84,0.35,707074.5266,32500000,0.006023826
0.16,0.84,0.36,743186.3036,32000000,0.006337344
0.16,0.84,0.37,780670.765,31500000,0.006669289
0.16,0.84,0.38,819586.8369,31000000,0.007020921
0.16,0.84,0.39,859996.4521,30500000,0.007393604
0.16,0.84,0.4,901964.738,30000000,0.007788813
0.16,0.84,0.41,945560.2189,29500000,0.008208144
0.16,0.84,0.42,990855.0342,29000000,0.00865333
0.16,0.84,0.43,1037925.175,28500000,0.009126249
0.16,0.84,0.44,1086850.737,28000000,0.009628944
0.16,0.84,0.45,1137716.199,27500000,0.010163636
0.16,0.84,0.46,1190610.72,27000000,0.010732746
0.16,0.84,0.47,1245628.463,26500000,0.011338913
0.16,0.84,0.48,1302868.95,26000000,0.011985019
0.16,0.84,0.49,1362437.443,25500000,0.012674217
0.16,0.84,0.5,1424445.365,25000000,0.01340996
0.16,0.84,0.51,1489010.753,24500000,0.014196034
0.16,0.84,0.52,1556258.762,24000000,0.015036599
0.16,0.84,0.53,1626322.209,23500000,0.015936235
0.16,0.84,0.54,1699342.175,23000000,0.016899985
0.16,0.84,0.55,1775468.666,22500000,0.017933423
0.16,0.84,0.56,1854861.337,22000000,0.019042712
0.16,0.84,0.57,1937690.304,21500000,0.020234683
0.16,0.84,0.58,2024137.023,21000000,0.021516924
0.16,0.84,0.59,2114395.286,20500000,0.022897879
0.16,0.84,0.6,2208672.309,20000000,0.02438697
0.16,0.84,0.61,2307189.962,19500000,0.025994728
0.16,0.84,0.62,2410186.131,19000000,0.02773296
0.16,0.84,0.63,2517916.249,18500000,0.029614932
0.16,0.84,0.64,2630655.018,18000000,0.031655594
0.16,0.84,0.65,2748698.35,17500000,0.03387184
0.16,0.84,0.66,2872365.56,17000000,0.03628282
0.16,0.84,0.67,3002001.858,16500000,0.038910311
0.16,0.84,0.68,3137981.191,16000000,0.041779164
0.16,0.84,0.69,3280709.482,15500000,0.044917837
0.16,0.84,0.7,3430628.368,15000000,0.048359048
0.16,0.84,0.71,3588219.493,14500000,0.052140564
0.16,0.84,0.72,3754009.498,14000000,0.056306179
0.16,0.84,0.73,3928575.827,13500000,0.060906904
0.16,0.84,0.74,4112553.523,13000000,0.066002468
0.16,0.84,0.75,4306643.241,12500000,0.071663178
0.16,0.84,0.76,4511620.733,12000000,0.077972285
0.16,0.84,0.77,4728348.17,11500000,0.085028985
0.16,0.84,0.78,4957787.743,11000000,0.092952288
0.16,0.84,0.79,5201018.129,10500000,0.101886044
0.16,0.84,0.8,5459254.596,10000000,0.112005544
0.16,0.84,0.81,5733873.774,9500000,0.123526312
0.16,0.84,0.82,6026444.492,9000000,0.13671595
0.16,0.84,0.83,6338766.565,8500000,0.151910354
0.16,0.84,0.84,6672920.193,8000000,0.169536276
0.16,0.84,0.85,7031329.721,7500000,0.190143282
0.16,0.84,0.86,7416847.139,7000000,0.214449977
0.16,0.84,0.87,7832863.295,6500000,0.243412405
0.16,0.84,0.88,8283458.779,6000000,0.278327972
0.16,0.84,0.89,8773613.023,5500000,0.32099818
0.16,0.84,0.9,9309501.17,5000000,0.373992528
0.16,0.84,0.91,9898927.466,4500000,0.441094484
0.16,0.84,0.92,10551978.93,4000000,0.52809316
0.16,0.84,0.93,11282049.91,3500000,0.644275355
0.16,0.84,0.94,12107524.03,3000000,0.805455278
0.16,0.84,0.95,13054695.78,2500000,1.040745255
0.16,0.84,0.96,14163218.28,2000000,1.409759121
0.16,0.84,0.97,15497233.94,1500000,2.05509921
0.16,0.84,0.98,17171092.75,1000000,3.416103553
0.16,0.84,0.99,19420161.08,500000,7.758370775
0.17,0.83,0.01,10658.08368,49500000,0.001311822
0.17,0.83,0.02,21688.21074,49000000,0.001372263
0.17,0.83,0.03,33103.92753,48500000,0.001435611
0.17,0.83,0.04,44919.32058,48000000,0.001502019
0.17,0.83,0.05,57149.04104,47500000,0.00157165
0.17,0.83,0.06,69808.33039,47000000,0.001644672
0.17,0.83,0.07,82913.04753,46500000,0.001721267
0.17,0.83,0.08,96479.6973,46000000,0.001801626
0.17,0.83,0.09,110525.4606,45500000,0.001885953
0.17,0.83,0.1,125068.2259,45000000,0.001974463
0.17,0.83,0.11,140126.623,44500000,0.002067384
0.17,0.83,0.12,155720.058,44000000,0.002164959
0.17,0.83,0.13,171868.7506,43500000,0.002267446
0.17,0.83,0.14,188593.7736,43000000,0.002375117
0.17,0.83,0.15,205917.0942,42500000,0.002488266
0.17,0.83,0.16,223861.6184,42000000,0.0026072
0.17,0.83,0.17,242451.2368,41500000,0.00273225
0.17,0.83,0.18,261710.8746,41000000,0.002863766
0.17,0.83,0.19,281666.5431,40500000,0.003002123
0.17,0.83,0.2,302345.3955,40000000,0.003147718
0.17,0.83,0.21,323775.7848,39500000,0.003300976
0.17,0.83,0.22,345987.3267,39000000,0.003462352
0.17,0.83,0.23,369010.9648,38500000,0.003632329
0.17,0.83,0.24,392879.0415,38000000,0.003811426
0.17,0.83,0.25,417625.3717,37500000,0.004000194
0.17,0.83,0.26,443285.3228,37000000,0.004199227
0.17,0.83,0.27,469895.8984,36500000,0.004409157
0.17,0.83,0.28,497495.8288,36000000,0.004630665
0.17,0.83,0.29,526125.6664,35500000,0.004864478
0.17,0.83,0.3,555827.8878,35000000,0.005111377
0.17,0.83,0.31,586647.0037,34500000,0.005372201
0.17,0.83,0.32,618629.6745,34000000,0.005647851
0.17,0.83,0.33,651824.8362,33500000,0.005939298
0.17,0.83,0.34,686283.8327,33000000,0.006247583
0.17,0.83,0.35,722060.5601,32500000,0.006573831
0.17,0.83,0.36,759211.6193,32000000,0.006919254
0.17,0.83,0.37,797796.4812,31500000,0.00728516
0.17,0.83,0.38,837877.6632,31000000,0.007672962
0.17,0.83,0.39,879520.9203,30500000,0.008084187
0.17,0.83,0.4,922795.4494,30000000,0.008520489
0.17,0.83,0.41,967774.111,29500000,0.00898366
0.17,0.83,0.42,1014533.667,29000000,0.009475643
0.17,0.83,0.43,1063155.038,28500000,0.009998549
0.17,0.83,0.44,1113723.585,28000000,0.01055467
0.17,0.83,0.45,1166329.408,27500000,0.011146506
0.17,0.83,0.46,1221067.673,27000000,0.011776777
0.17,0.83,0.47,1278038.971,26500000,0.012448452
0.17,0.83,0.48,1337349.706,26000000,0.013164777
0.17,0.83,0.49,1399112.509,25500000,0.013929301
0.17,0.83,0.5,1463446.706,25000000,0.014745916
0.17,0.83,0.51,1530478.818,24500000,0.015618891
0.17,0.83,0.52,1600343.108,24000000,0.016552918
0.17,0.83,0.53,1673182.19,23500000,0.017553165
0.17,0.83,0.54,1749147.685,23000000,0.018625329
0.17,0.83,0.55,1828400.957,22500000,0.019775705
0.17,0.83,0.56,1911113.913,22000000,0.021011262
0.17,0.83,0.57,1997469.893,21500000,0.022339725
0.17,0.83,0.58,2087664.656,21000000,0.023769683
0.17,0.83,0.59,2181907.472,20500000,0.025310698
0.17,0.83,0.6,2280422.34,20000000,0.026973443
0.17,0.83,0.61,2383449.344,19500000,0.028769859
0.17,0.83,0.62,2491246.17,19000000,0.030713338
0.17,0.83,0.63,2604089.815,18500000,0.032818938
0.17,0.83,0.64,2722278.498,18000000,0.035103637
0.17,0.83,0.65,2846133.825,17500000,0.037586634
0.17,0.83,0.66,2976003.239,17000000,0.040289705
0.17,0.83,0.67,3112262.805,16500000,0.04323763
0.17,0.83,0.68,3255320.38,16000000,0.046458702
0.17,0.83,0.69,3405619.251,15500000,0.049985344
0.17,0.83,0.7,3563642.314,15000000,0.053854857
0.17,0.83,0.71,3729916.9,14500000,0.058110328
0.17,0.83,0.72,3905020.371,14000000,0.062801751
0.17,0.83,0.73,4089586.654,13500000,0.067987406
0.17,0.83,0.74,4284313.893,13000000,0.073735574
0.17,0.83,0.75,4489973.475,12500000,0.080126693
0.17,0.83,0.76,4707420.739,12000000,0.087256078
0.17,0.83,0.77,4937607.765,11500000,0.095237386
0.17,0.83,0.78,5181598.756,11000000,0.104207084
0.17,0.83,0.79,5440588.691,10500000,0.11433025
0.17,0.83,0.8,5715926.12,10000000,0.12580821
0.17,0.83,0.81,6009141.295,9500000,0.138888702
0.17,0.83,0.82,6321981.217,9000000,0.15387959
0.17,0.83,0.83,6656453.796,8500000,0.171167647
0.17,0.83,0.84,7014884.163,8000000,0.191244708
0.17,0.83,0.85,7399987.437,7500000,0.214744742
0.17,0.83,0.86,7814964.173,7000000,0.242497519
0.17,0.83,0.87,8263627.646,6500000,0.275608075
0.17,0.83,0.88,8750576.802,6000000,0.315577561
0.17,0.83,0.89,9281436.276,5500000,0.364492615
0.17,0.83,0.9,9863197.657,5000000,0.425332748
0.17,0.83,0.91,10504718.45,4500000,0.502490251
0.17,0.83,0.92,11217475.79,4000000,0.602693959
0.17,0.83,0.93,12016749.64,3500000,0.736751868
0.17,0.83,0.94,12923568.2,3000000,0.923093087
0.17,0.83,0.95,13968092.7,2500000,1.195691053
0.17,0.83,0.96,15195938.87,2000000,1.624215362
0.17,0.83,0.97,16681114.17,1500000,2.375575813
0.17,0.83,0.98,18555958.51,1000000,3.964797556
0.17,0.83,0.99,21093709.91,500000,9.051890098
0.18,0.82,0.01,10780.68403,49500000,0.001406484
0.18,0.82,0.02,21942.68359,49000000,0.001471869
0.18,0.82,0.03,33500.07589,48500000,0.001540428
0.18,0.82,0.04,45467.50713,48000000,0.001612329
0.18,0.82,0.05,57860.2186,47500000,0.00168775
0.18,0.82,0.06,70694.07409,47000000,0.001766879
0.18,0.82,0.07,83985.58885,46500000,0.001849914
0.18,0.82,0.08,97751.96007,46000000,0.001937067
0.18,0.82,0.09,112011.099,45500000,0.002028562
0.18,0.82,0.1,126781.6648,45000000,0.002124637
0.18,0.82,0.11,142083.1005,44500000,0.002225543
0.18,0.82,0.12,157935.6706,44000000,0.002331549
0.18,0.82,0.13,174360.501,43500000,0.00244294
0.18,0.82,0.14,191379.6213,43000000,0.002560017
0.18,0.82,0.15,209016.0091,42500000,0.002683103
0.18,0.82,0.16,227293.6378,42000000,0.002812541
0.18,0.82,0.17,246237.5257,41500000,0.002948695
0.18,0.82,0.18,265873.7895,41000000,0.003091953
0.18,0.82,0.19,286229.7004,40500000,0.00324273
0.18,0.82,0.2,307333.743,40000000,0.003401467
0.18,0.82,0.21,329215.6791,39500000,0.003568634
0.18,0.82,0.22,351906.614,39000000,0.003744737
0.18,0.82,0.23,375439.0679,38500000,0.00393031
0.18,0.82,0.24,399847.0517,38000000,0.00412593
0.18,0.82,0.25,425166.1472,37500000,0.00433221
0.18,0.82,0.26,451433.5927,37000000,0.004549808
0.18,0.82,0.27,478688.3744,36500000,0.004779428
0.18,0.82,0.28,506971.3233,36000000,0.005021827
0.18,0.82,0.29,536325.2194,35500000,0.005277813
0.18,0.82,0.3,566794.9018,35000000,0.005548257
0.18,0.82,0.31,598427.3877,34500000,0.005834091
0.18,0.82,0.32,631271.9981,34000000,0.006136321
0.18,0.82,0.33,665380.4942,33500000,0.006456027
0.18,0.82,0.34,700807.2216,33000000,0.006794372
0.18,0.82,0.35,737609.2661,32500000,0.00715261
0.18,0.82,0.36,775846.6209,32000000,0.007532094
0.18,0.82,0.37,815582.3655,31500000,0.007934284
0.18,0.82,0.38,856882.8585,31000000,0.008360759
0.18,0.82,0.39,899817.9457,30500000,0.008813226
0.18,0.82,0.4,944461.1829,30000000,0.009293535
0.18,0.82,0.41,990890.0778,29500000,0.009803691
0.18,0.82,0.42,1039186.35,29000000,0.010345868
0.18,0.82,0.43,1089436.215,28500000,0.01092243
0.18,0.82,0.44,1141730.684,28000000,0.011535948
0.18,0.82,0.45,1196165.901,27500000,0.012189221
0.18,0.82,0.46,1252843.497,27000000,0.012885302
0.18,0.82,0.47,1311870.983,26500000,0.013627523
0.18,0.82,0.48,1373362.174,26000000,0.014419528
0.18,0.82,0.49,1437437.651,25500000,0.015265305
0.18,0.82,0.5,1504225.268,25000000,0.016169228
0.18,0.82,0.51,1573860.704,24500000,0.017136097
0.18,0.82,0.52,1646488.071,24000000,0.018171193
0.18,0.82,0.53,1722260.577,23500000,0.019280333
0.18,0.82,0.54,1801341.257,23000000,0.020469936
